designation,name,work_type,involvement,employees_count,job_details,industry,level,City,State
Golang Developer,PamTen Inc,Remote,Full-time,51,"About the job Role : Golang Developer Experience : 5-10 yearsLocation : RemoteRequired Skills:Strong programming experience in Golang Proficiency in developing and maintaining RESTful APIsShould have Good Exposure with GRPC, GORMStrong experience with MY SQL , Experience with Elastic searchGood to have : Redis, Docker, Kubernetes,",Not Avilable,Not Avilable,Bengaluru,Karnataka
Node Js Developer,Avestan Technologies,On-site,Full-time,51,"About the job We are urgently hiring for Node.js Developer Location : Jaipur Exp. : 3 years Node.js Developer Responsibilities:Developing and maintaining all server-side network components.Ensuring optimal performance of the central database and responsiveness to front-end requests.Collaborating with front-end developers on the integration of elements.Designing customer-facing UI and back-end services for various business processes.Developing high-performance applications by writing testable, reusable, and efficient code.Implementing effective security protocols, data protection measures, and storage solutions.Running diagnostic tests, repairing defects, and providing technical support.Documenting Node.js processes, including database schemas, as well as preparing reports.Recommending and implementing improvements to processes and technologies.Keeping informed of advancements in the field of Node.js development. Requirements looking for 1 to 7 years of experience Benefits Benefits : 5 days working No bond Attractive leave policy Fun environment and celebration Performance-based increment Flexible work environment Leave encashment",Not Avilable,Not Avilable,Jaipur,Rajasthan
Blockchain Developer,Zealogics Inc,Remote,Full-time,501,"About the job 7+ years of proven experience in AR,VR,3D modelling with metaverse tools in creation and development Good understanding of 3D graphics, data visualization, and interaction designAble to create and demonstrate Metaverse capabilities and assist in produce internal white paper.Gaming ideas with enterprise mindsetGame engines like Unity and Unreal EngineCreate immersive experiences with VR / AR / XR Familiar with any of the below 3D modelling software to create 3D models and charts and import into private virtual world Blender and Unity3ds MaxMaya Solid Understanding And Experience Of Using Below Frameworks. React with FiberA-FrameThreeJs Powered by JazzHR zUlqsbpm3B", Information Technology & Services, Mid-Senior level,Bengaluru,Karnataka
Oracle Developer,Smart Data Global Center,Hybrid,Full-time,51,About the job Looking for Oracle EBS Trained Freshers.Number of Positions : 5Location : Hyderabad,Not Avilable,Not Avilable,Hyderabad,Telangana
SQL Developer,Tata Consultancy Services,On-site,Full-time,10001,"About the job TCS is Hiring for PL/SQL Developer Job Title: PL/SQL DeveloperLocation: PAN INDIAExperience Range: 2 - 6 YearsQualification: 15 years of full time Education Job descriptionTCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Must have skills:Expertise in SQL and PL/SQL programming, developing complex code units. Interested Candidates can send resumes to: godwin.stephen1@tcs.com", IT Services and IT Consulting, Associate,Chennai,Tamil Nadu
Data Analyst,Changeleaders.in,On-site,Full-time,11,"About the job Job Description AZURE DATA ENGINEER Exp: 3 6 years Location: Bangalore, Pune, Chennai, Mumbai, Coimbatore, Delhi, Kolkata Primary Skills: Azure Devops, ADF, Synapse Desired Skills & Responsibilities Proficiency in Data modeling and data design (Any popular Data Modeling tool.ETL.Hands-on experience Architecting and delivering solutions using the Azure Data Analytics platform including Azure Data Factory, Azure Functions, Azure Storage, Lake, Azure Search. Experience in the design of reporting & data or Qlik.Experience with Master Data ManagementExperience designing and implementing machine learning solutions as pingestion and transformation pipelinesExperience working in a consulting environment and participating in customer engagements.Microsoft Azure Data PlatformSolution design using Microsoft Azure services and related tools.Design of enterprise data models and Data Warehouse solutions.Specification of ETL pipelines, data integration and data migration design.Design & implementation of Master data management solutions.Specification of Data Quality Management methodology and supporting technology tools.Working within a project management/agile delivery methodology in a leading role as part of a wider team.Deal with other stakeholders/ end users in the software development lifecycle PMs, BAs, testing etc.Development of proposals, tender responses and other commercial documents as part of the presales process", Human Resources Services, Mid-Senior level,Bangalore Urban,Karnataka
Python Developer,Protoporos Staffing Services Private Limited,On-site,Full-time,11,"About the job Our Client is Series B funded B2B SaaS firmRole: Engineering LeadJob Location: GurgaonWorkplace Type: Work from OfficeExperience: 7 years to 13 yearsCTC Range: Upto 75 LPAMandatory Skill: Mandatory 2 years of experience(Current or Previous) in Start up , Product development from Scratch Python , AWS , ELK , Cassandra Roles & ResponsibilitiesLead, Architect and Develop one or more major areas of the platform, which comprises of multiple componentsIdeate, plan and build tools and solutions for solving complex technical problemsEvaluates, analyzes and leads the adoption of emerging new technologiesConceives and leads the development and design of highly innovative, large, software solutions Requirements:7+ years of professional experience with designing, developing and shipping highly reliable distributed systems and services in Python In-depth understanding of relational and NoSQL databases Experience in building pipelines to ingest terabytes of data.Experience in working with large code bases and complex problemsSolid understanding of distributed systems architecture - consensus, convergence, load balancing, data consistency and performance/efficiency construct", Human Resources Services, Mid-Senior level,Gurugram,Haryana
Data Analyst,Virtusa,Hybrid,Full-time,10001,"About the job About UsVirtusa is a global provider of Digital Business Transformation, Digital Engineering, and Information Technology outsourcing services that accelerate the clients’ journey to their Digital Future. Virtusa serves Global 2000 companies in Banking, Financial Services, Insurance, Healthcare, Life Science, Telecommunications, Media, Entertainment, Travel, Manufacturing, and Technology industries. Using a combination of digital strategy, digital engineering, business implementation, and IT platform modernization services, Virtusa helps clients execute successful end-to-end digital business transformation initiatives. North America, Asia Pacific, and Australia, including 50% of the top global banks in our portfolio. We engage with our clients to transform them into a more data driven organization. Role: GCP Data engineer (SQL Server+ SSIS +GCP) Exp: 6 +Location: Chennai / Gurgaon/ Bangalore. Job Description:Experience of 7+ YearsSenior data warehouse developer, responsible for developing database solutions using SQL Server & Google BigQuery and related tools/techs like GCP, TerraForm, SSDT/SSIS, GIT, CI/CD.Must have good understanding of data warehousing concepts and working experience of MS SQL Server, TSQL, BigQuery & TerraForm.Core Skillset - MS SQL Server, Business Intelligence, SSIS, TSQL, Data warehousing, GCP, Google Big Query", IT Services and IT Consulting, Mid-Senior level,Chennai,Tamil Nadu
Data Analyst,AddRec Solutions Pvt. Ltd.,On-site,Full-time,201,"About the job Greetings of the day! One of our biggest MNC clients is hiring for Gcp Data Engineer. Notice Period- Immediate-90 Days Location- Ahmedabad Experience- 5 - 10 Years Job Description: Working Knowledge of Databases and Data warehouses Experience with SQL and NoSQL data stores. Experience in GCP Cloud framework Hands on experience in working with Google Cloud Products (e.g. BigQuery, Dataflow, Composer, etc.) Basic understanding of Python for building data ingestion pipelines Experience in building batches as well as real time data ingestion pipelines on Google cloud Some knowledge of Machine Learning, model building, and deployment would be an added advantage Experience with Data Management, Master data management and Data governance is a plus. Knowledge of HR Management Information Systems (MIS) is desirable",Not Avilable,Not Avilable,Ahmedabad,Gujarat
Database Developer,NSEIT LIMITED,Hybrid,Full-time,1001,"About the job Note: Apply Only If Ready To Work From Office At Bangalore & Chennai and Can join us within 30 days. About NSEIT:We are a strategic IT partner to the world's 3rd largest stock exchange that gets connected to 2,20,000+ end-terminals, executes a billion transactions, and processes about 40,000 orders per second-scalability, security and performance are in our DNA. We also work with 6 of the top 10 insurance companies in India and add business value to 150+ customers globally. We are razor-focused on Banking, Financial Services, and Insurance industries and deliver a consultative approach to the adoption of new-age business models for the industry enabled with app infra modernization, data analytics, automation, and cyber security. We are a 100% subsidiary of the National Stock Exchange of India Limited (NSEIL). Being a part of the stock exchange our solutions inherently encapsulate industry strength, security, scalability, reliability, and performance features. NSEIT encourages budding talent and an engaging work environment. If active participation and challenging the status quo are what you seek, then we would be thrilled to welcome you to the world of NSEIT. At NSEIT, we highly encourage getting it done right the first time NSEIT provides a platform for individuals seeking opportunities in the capital market, banking, and insurance industries. JD: Database Developer Senior Specialist Your role and responsibilities: As a Database Developer Senior Specialist, your focus will be designing, developing and implementing new features or enhancements to the existing product. Besides working closely with your colleagues in Bangalore, you will also work closely with Indian teams in other countries.· Reviews system requirements and business processes, codes, tests, debugs, implements and/or maintains software solutions for more complex assignments.· Determines systems software design requirements.· Designs, develops, modifies, adapts and implements short and long-term solutions to information technology needs through new and existing applications, systems architecture, network systems and applications infrastructure.· Develops program logic for new applications or analyses and modifies logic in existing applications.· Take high-level architecture and database design models from architects and implement them through detailed design and code. · Participate in technical design reviews, functional specification reviews, develop project estimates, schedules, test plans and code reviews. · Proactively identify and resolve potential problems/issues including authoring of technical specifications.· Conduct performance testing, review results, identify bottlenecks and profile code.· Mentors others in the team on implementing system improvements, challenging the team to increase efficiency wherever possible and to utilize current industry trends.· Collaborate with stakeholders across globe and drive projects to success. We expect you to have:· 3 to 5 years of experience in software development.· Strong expertise in Microsoft SQL Server, 2016 and above.· Experience in PostgreSQL · Good knowledge of SQL Profiler and proficient in performance tuning queries and stored procedures.· Good understanding of reporting and BI tools.· Knowledge in cloud computing and AWS cloud services.· Knowledge in AWS database technologies like RDS and Aurora.· Knowledge in ETLs with exposure to technologies like AWS Batch, Step Functions and languages like Python, PowerShell, .Net· Experience in homogeneous and heterogeneous database migrations. · Thorough understanding of all aspects of Software Development Lifecycle (e.g. Requirements gathering, Design, Development, Testing) and exposure to Agile or iterative SDLCs.· Experience using SCM tools like Git and having exposure to Continuous Integration and Deployment.", IT Services and IT Consulting, Associate,Bengaluru,Karnataka
BackEnd Developer,EbizON,On-site,Full-time,201,"About the job In search of ambitious hands-on Magento Developers to join our Dehradun/Noida Office who love eCommerce applications and help us build and maintain eCommerce websites for our clients. You will be responsible for delivering Magento solutions to real-world e-commerce problems. An ideal fit is a person with an insatiable appetite for learning and exploring new technologies and one who is forever looking to bring improvement in the way they work, with technology to help. Job Description Magento 1/2 development experience.Strong functional and code-level knowledge of all Magento products and all relevant commerce technologies including a solid understanding of Magento fundamentals.Expert MySQL/ PHP / Object Oriented Programming skills.Experience in dealing with and managing clients for both functional and technical specificationsExperience in leading and mentoring development teamsFirm grasp of Git-based source controlCompetent with PHP object-oriented programming & MVC applicationsCompetent with MySQL-based database concepts Requirements: 1+ years' of experience Qualification: B.tech/ BCA/ MCA.Strong communication skills, team player and strong attention to detail About Us: We’re an international team who specialises in building technology products & then helping brands grow with multi-channel demand generation marketing. We have in-house experience working for Fortune companies, e-commerce brands, technology SaaS companies & VC-funded startups. We have assisted over a dozen billion dollar companies with consulting, technology, operations, and digital agency capabilities in managing their unique brand online. We have a fun and friendly work culture that also encourages  personally and professionally. Ebizon has many values that are important to our success as a company: integrity, creativity, innovation, mindfulness and teamwork. We thrive on the idea of making life better for people by providing them with peace of mind. The people here love what they do because everyone from management all way down understands how much it means living up close-to someones' ideals which allows every day feel less stressful knowing each person has somebody cheering him. Equal Opportunity Employer: EbizON is committed to providing equal opportunity for all , and we will consider any qualified applicant without regard to race or other prohibited characteristics. Flexible Timings: Flexible working hours are the new normal. We at EbizON believe giving  freedom to choose when to work, how to work. It helps them thrive and also balance their life better. Global Clients Exposure: Our goal is to provide excellent customer service and we want our  to work closely with clients from around the world. That's why you'll find us working closely with clients from around the world through Microsoft Teams, Zoom and other video conferencing tools. Retreats & Celebrations: With annual retreats, quarterly town halls and festive celebrations we have a lot of opportunities to get together. Leave Policy: Leave policies allow for 52 weekends and 32 days of leave per year, plus maternity, paternity or sabbatical allowances. Powered by JazzHR lQ5F7ZBEzX", IT Services and IT Consulting, Mid-Senior level,Noida,Uttar Pradesh
Node Js Developer,thinkinnovationsconsultancy,On-site,Full-time,11,"About the job Working experience in Node.js live projects.Having good Object Oriented Programming Skills.Must be able to write efficient code with documentation.Must write less code and get more things done with it.Must have experience in fixing and debugging code.Must be a team player, possess a good attitude and be self-disciplinedMinimum 3 year of work experience.Must be looking to make your mark in the industry.",Not Avilable,Not Avilable,Sahibzada Ajit Singh Nagar,Punjab
Data Analyst,Mobio Solutions,Hybrid,Full-time,51,"About the job Experience: 3+ Years Description: Minimum 3 years’ experience in architecting and implementing large-scale data intelligencesolutions around Snowflake Data Warehouse.Developing ETL pipelines in and out of data warehouse using a combination of Python andSnowflakes.Experience in writing SQL queries against Snowflake.Developing scripts Unix, Python for ETL.Knowledge of Testing tools.Data pipelines and modern ways of automating data pipeline using cloud-based Testing anddocument implementations.Experience with building production sized data ingestion and processing pipelines using Java,Spark, Scala, Python.Databases such as MSSQL, MySQL, Oracle or DB2 Expertise and excellent understanding ofSnowflake Internals.Snowflake with other data processing tools and reporting technologiesExcellent presentation and communication skills.Should be SnowPro Core or Snowpro Advanced: Data Engineer or Snowpro Advanced: DataAnalyst certified.Perks:Best Career Growth Path based on skill & interest5 days workingFlexible timingWork-Life balancePaid training with a job offerInsurance coverageContinuous focus on technical and soft skill up-gradation",Not Avilable,Not Avilable,Ahmedabad,Gujarat
Golang Developer,"Josh Software, Inc.",On-site,Full-time,201,"About the job Job DescriptionCompany Description:Josh Software is relentlessly focused on discovering, developing and delivering innovative solutions that connect our customers to the people they serve through the advanced use of technology. With our reach, range and resources, we provide our customers a universal platform for driving their vision into their markets using consistent and reliable technology solutions. Josh Software has more than 15 years’ experience and operates in the key strategic geographies in the USA, Australia, Europe, SE Asia and India.Skills (Must have):5+ years of experience in GoLangDesigning & Building RESTful APIs, microservices and distributed systems using GoLangFamiliarity with SQL Databases (like Postgres / MySQL)Design and architectural experience in building various highly-scalable and highly-available products and services (millions of consumers) Understanding of the technology stack, e.g. HTTP, relational and/or NoSQL databases, Linux, containers / virtual machinesSkills (Good to have):Ability to write clean and effective Godoc commentsExperience in Go frameworks and toolsFamiliarity with code versioning tools such as GitDependency management tools such as GoModulesGo’s templating languageExcellent communication skillsUnderstanding of the SDLC activities which include analysis, design, development, testing, deployment and post-production support etcExperience with AWS Lambda, Kafka, GRPCFamiliarity with working in a Scrum Agile delivery environmentQualification: Bachelors/Masters in Computer Science, Software Engineering or equivalent.Additional Information:We offer a competitive salary and excellent benefits that are above industry standard.Do check our impressive growth rate on LinkedIn and ratings on GlassdoorPls submit your resume in this standard 1-page format or 2-page formatPlease hear from our  on Life at Josh Software",Not Avilable,Not Avilable,Bengaluru,Karnataka
Data Analyst,Artha Solutions,On-site,Full-time,51,"About the job Technical Requirements: Development of high-quality database solutions Develop, implement and optimize stored procedures and functions using SQL Review and interpret ongoing business report requirements Research required data Build appropriate and useful reporting deliverables Analize existing SQL queries for performance improvements Suggest new queries Develop procedures and scripts for data migration Provide timely scheduled management reporting Investigate exceptions with regard to asset movements",Not Avilable,Not Avilable,Hyderabad,Telangana
Data Analyst,YAKKAY Technologies,On-site,Full-time,11,"About the job About the jobJob descriptionAWS Data Science Engineer with (Spark, Kinesis, Lambda, Kubernetes, )Hands-on experience with cloud (AWS), big data, and ETL, Have good knowledge of SQL, Python Experience: 4-5 yearsLocation: ChennaiEmployment type: Full timeJob Description: In-depth knowledge and extensive experience Spark, Kinesis, Lambda, Kubernetes, ETLProven practical experience in migrating relational database from on-prem to the cloud using AWS cloud , DMSExcellent in Written and Verbal Communication Contact: carol@yakkaytech.com",Not Avilable,Not Avilable,Chennai,Tamil Nadu
Data Analyst,Flywire,On-site,Full-time,501,"About the job Company Description Are you ready to trade your job for a journey? Become a FlyMate! Passion, excitement & global collaboration are all core to what it means to be a FlyMate. At Flywire, we’re on a mission to deliver the world’s most important and complex payments. We use our Flywire Advantage - the combination of our next-gen payments platform, proprietary payment network and vertical specific software, to help our clients get paid, and help their customers pay with ease - no matter where they are in the world. What more do we need to truly be unstoppable? Perhaps, that is you! Who We Are Flywire is a global payments enablement and software company, founded a decade ago to solve high-stakes, high-value payments in education, using modern technology. Today, we’ve digitized payments for more than 3,000 global clients across education, healthcare, travel & B2B, covering more than 240 countries and territories and supporting over 140 currencies. And, we’re just getting started! With over 950+ global FlyMates, representing more than 40 nationalities, and in 14 offices world-wide, we’re looking for FlyMates to join the next stage of our journey as we continue to grow. Job Description The Opportunity We, at Flywire, are seeking a Senior People Data and Reporting Analyst. The People Senior Data and Reporting Analyst performs complex analytics and statistical modelling on large data sets that identify current People sector trends and information patterns. This job is responsible for examining and identifying data patterns and trends that help answer business questions and improve decision-making. The Senior Data Analyst job is responsible for collecting data sources, analyzing, and extracting key data and information. This job also evaluates and monitors data quality to meet the organization's information system needs and requirements. Creates and supports the development of compelling workforce stories and actionable insights through People business intelligence and data visualization.Rapidly perform exploratory data analysis, generate and test working hypotheses, and uncover trends and relationships to support workforce planning effortsParticipates in development of detailed reports and conclusions for business, finance, and investment management based on data summaries.Designs people metrics reporting and creates materials for People Team, the CPO, and Executive Leadership Team, identifying key trends behind people dataSupports the design, implementation, and ongoing maintenance and delivery of People Dashboards across all People functions and business unitsCollaborates with People team members to identify, standardize, and implement data and analytics solutions, including enhanced tools and process improvementsDevelops standard people metrics and insights reports, such as monthly attrition reports and deeper retention analysisPartners with HRIT to ensure systems and data catalogs align with analytical and data reporting needs Qualifications Here’s What We’re Looking For: Bachelor's Degree in Business, Data Science, Computer Science, Mathematics or a related disciplineMinimum of 5-6 years of experience working in data analytics, visualization and business intelligence in HR AnalyticsProven ability to use data, analytics, and business knowledge to solve complex business problems requiredAdvanced Excel and PowerPoint skills, hands on experience with one or more BI platforms / visualization tools (Tableau, Power BI, etc.) requiredWorking knowledge of data privacy best-practices when working with sensitive employee data requiredExperience with Workday or a comparable People system, and an understanding of how to build reports and extract data required Additional Information What We Offer: Competitive compensation, including Restricted Stock Units Employee Stock Purchase Plan (ESPP)Flying Start - Our immersive Global Induction Program (Meet our Execs & Global Teams)Work with brilliant people that will keep you on your toes, learn more about their journeys by checking out #InsideFlywire on social mediaDynamic & Global Team (we have been collaborating virtually for years!)Wellbeing Programs (Mental Health, Wellness, Yoga/Pilates/HIIT Classes) with Global FlyMates Be a meaningful part in our success - every FlyMate makes an impactCompetitive time off including FlyBetter Days to volunteer in a cause you believe in and Digital Disconnect Days!Great Talent & Development Programs (Managers Taking Flight – for new or aspiring managers!) Submit today and get started! We are excited to get to know you! Throughout our process you can expect 4-5 rounds of interviews with different FlyMates including the Hiring Manager, Peers on the team, the VP of the department, and a homework assignment (don’t worry - this is the fun part!) your Talent Acquisition Partner will walk you through the steps and be your “go-to” person for any questions. Flywire is an equal opportunity employer. With over 40 nationalities across 12 different offices, and diversity and inclusion at the core of our people agenda, we believe our FlyMates are our greatest asset, and we’re excited to watch our unique culture evolve with each new hire.", Financial Services, Mid-Senior level,Bengaluru,Karnataka
Data Analyst,Consus Global,On-site,Full-time,51,"About the job Role : GCP Data Engineer.Required experience : 4-10 yrsLocation : Bangalore and HyderabadJob Description : • 4-10 yrs experience working on Software Development Life Cycle (SDLC).• Mandatory : At least 2 years of experience in Google Cloud platform, on Big Query. • Experience with Java and Python and Google Cloud SDK & API Scripting• Experience with GCP Migration activities will be an added advantage. Technical/Functional Skills :• Experience in interpreting customer business needs and translate those needs into requirements• Experience in delivering artifacts such as scripts (Java or Python), dataflow components• Experience in dealing with senior member of the business units (within the organization) and product owners• Experience in SDLC with emphasis on specifying, building, and testing mission critical business applications• Working knowledge of JIRA and other Agile work management tools• Strong analytical and prioritization skills.",Not Avilable,Not Avilable,Bengaluru,Karnataka
Angular Developer,Business Tree Consultancy,Remote,Full-time,51,About the job Candidate must have work experience in AngularJs and ReactJs. additionally experience of HTML and JavaScript will preferable.,Not Avilable,Not Avilable,Bengaluru,Karnataka
Oracle Developer,Mastek,Remote,Full-time,1001,"About the job Mastek is hiring for Oracle EBS Developer. If you or any of your friends is interested, Please share the resume on rajesh@mastek.com Oracle EBS Developer : Work Time - US shift (EST) timing Job Location: Noida / Gurgaon / Chennai / Mumbai / Pune / Ahmedabad / BangaloreWork Time : US shift (EST) timing Multiple position Experience in Oracle EBSResponsible for managing the RICE componentExpertise on SQL and PLSQLSolid understanding of AR..Solid understanding of BI Publisher.Able to manage customer facing roleStrong written and verbal communications skills Resume submission formatName : Number : Email ID : Current Location : Preferred Location : Current CTC : Expected CTC : Notice Period : Total Exp : Oracle EBS exp : Thanks,M Rajesh KumarMastek Ltd | 4th Floor, Tower 1, Vatika, Okaya Blue Silicon Business Park, B-5, Yoganand Marg, Sector-62 | Noida- 201309 The contents of this e-mail (including any attachments) may be the proprietary and confidential information of the sender. If you are not the intended recipient of this e-mail please notify the sender immediately and then delete it (including any attachments) from your system", IT Services and IT Consulting, Mid-Senior level,Noida,Uttar Pradesh
Data Analyst,Rebelliuz,On-site,Full-time,11,"About the job Responsibilities: Create ER diagrams and write relational database queries Create database objects and maintain referential integrity Configure, deploy and maintain database Participate in development and maintenance of Data warehouses Design, develop and deploy SSIS packages Creating and deploying reports Provide technical design, coding assistance to the team to accomplish the project deliverables as planned/scoped. Ability to talk to client and get the Business Requirements Skills: Azure Data Factory Azure Devops Azure Storage/ Data Lake Extraction, Transformation and Loading Analytics development Report Development Relational database and SQL language",Not Avilable,Not Avilable,Ahmedabad,Gujarat
Golang Developer,Antino,On-site,Full-time,201,"About the job Profile - Golang DeveloperExperience - 2+ YearsLocation - GurugramImmediate to 15 days joiners preferred ResponsibilitiesBelow are some of the responsibilities a Golang developer is expected to undertake in their position:must have experience in GO LanguageExpertise in programming language (JAVA, C++, REACT etc)Product based experience is preffered.Should have experience in Database- SQL, NO SQLlow level to mid level system design.must have experience in Networking and Microservices architecture.Implement AWS containers to support Go implementation and successful repository maintenanceUtilize Kubernetes to ensure successful application development, deployment, and scalingImplement Docker for smaller-scale applications that require simpler deploymentsREST API access is available for enterprise-grade finance customers on-demandManage multiple projects within reasonable design specifications and budget restrictionsImplement feedback and changes whenever possibleCreate visualizations that convey accurate messaging for the proiect. Job Qualifications and Skill Sets• Provable proficiency in Go programming• Excellent written and verbal communication skills• Minimum of two years experience working in programming or information technology• Attention to detail• Knowledge in Java or Python is plus• Strong analytical skills• Time management and organizational skills• Knowledge of Go templating, common frameworks, and toolS• Experience working with a team",Not Avilable,Not Avilable,Bengaluru,Karnataka
Data Analyst,SGB IT Services,Remote,Contract,1,About the job 8+ years of ETL development experience6+ year of Talend Development experience2+ year of hands on experience working with AzureExperience working in cloud environments AWS and Big data environmentsAtleast one language common to cloud platforms such as java/pythonCreation and maintenance of CI/CD pipelinesTest driven development and/or behavior driven development.Performed migration of Talend objects to production systems,Not Avilable,Not Avilable,Bengaluru,Karnataka
Java Developer,BSL Consulting LLC.,Hybrid,Full-time,51,"About the job AEM Developer Exp. 4-6 years Development of AEM components, forms, templates, workflows, publishing, configurations and customizationsAEM 6.5 experience is preferredKnowledge of using AEM in a cloud environmentExperience with Java, JavaScript, J2EE, CSS and related technologiesWorking knowledge and understanding of Apache, App server logs, RESTful web servicesHands on experience integration of AEM with adobe suit products like Campaign, Target, LaunchExperience in upgradation of AEM and migration from other CMS to AEM· Experience with AEM permissions and roles policies· Comfortable working within an Agile/Scrum framework· Good to have experience in React/Angular JS",Not Avilable,Not Avilable,Hyderabad,Telangana
Data Analyst,Arus Info,On-site,Full-time,11,"About the job Position: Azure Data EngineerEmployment Type: Full-timeLocation: Bangalore @ Office Job description About Arus: Software services organization specialized in Application Integration, ERP Implementations, Data Engineering, Analytics and Data Science. We, at Arus, aspires to inspire customers through well-crafted software engineering solutions that lays the foundation to realize the true potential and power of their business data.· Arus approaches every engagement with the founding principle of creating value for our customers.We, a team of passionate engineers, aim to inspire our customers by upholding this principle through delivery excellence. Criteria: Notice:- Up to 45 daysCTC:- Up to 20L per annum Responsibilities: Active member of the data engineering teamConduct full lifecycle analysis to include requirements, activities, and design Build data flows for data acquisition, aggregation, and modeling, using both batch and streaming paradigmsDevelopment of high-quality code for the core data stack including data integration hub, data warehouse and data pipelines under Azure services.Define new data collection and analysis processes.Support and optimize data tools and associated cloud environments for consumption by downstream systems, data analysts and data scientistsEnsure code, configuration and other technology artifacts are delivered within agreed time schedules and any potential delays are escalated in advanceCollaborate across developers as part of a SCRUM team ensuring collective team productivityParticipate in peer reviews and QA processes to drive higher quality Experience and Skills: 3-6 years professional experience as a data engineer, software engineer, data analyst, data scientist, or related role. High level of T-SQL and data modelling skills in MS SQL Server or Azure SQL environment2+ years of relevant experience building complex data pipelines using Azure Data FactoryExperience with Microsoft Azure Data Integration Stack (Azure Data Lake Gen2, Azure Data Factory, Delta Lake, Azure SQL, Azure Synapse)Expertise building ETL and data pipelines on Databricks using data engineering languages Python and SQL on AzureProven experience with all aspects of the Data Pipeline (Data Sourcing, Transformations, Data Quality, Etc…).Experience with Azure DevOps including test and build automation tools and processesExperience with relational and dimensional database modelling (Relational, Kimball, Data Vault)Excellent technical documentation and writing skills, and have published API documentation or similarExposure to commercial real estate investment domain will have an edge Personal Attributes: Positive, Proactive and CommittedStrong communications skills (verbal and written) and outstanding interpersonal skillsDemonstrate a strong work ethic with willingness to do what it takes to get the job doneExceptional active listening skillsTeam player with focus on team success",Not Avilable,Not Avilable,Bengaluru,Karnataka
Data Analyst,HiyaMee,Hybrid,Full-time,1001,"About the job Greetings from HiyaMee !!!We have an exciting job opportunity for our #InvestmentBanking Client(Permanent position and Direct Payroll) !!!We have a Job Opening for Below Role, Job Role : GCP - Data EngineerSkills : Hadoop, Spark, Any Database, ETL, GCP, DataFlow, CloudComposer, Cloud Storage, Data Proc.Location : #puneExperience : 6-14 years Your Skills and Experience:· Hands on development experience on large ETL/Big Data system on public Cloud.· Hands on experience on DataFlow, CloudComposer, Cloud Storage, Data Proc etc.· Passionate about test driven development.· Proficient in Java or Python programming languages.· Basic understanding of data security on public cloud.· Basic understanding of Data Quality dimensions like Consistency, Completeness, Accuracy, Lineage etc..· Has more than 8 years of coding experience in reputed organization.· Financial experience, cross product or regulatory knowledge.· Data visualization experience· Experience of RDBMS (Oracle)· Hands on business and systems knowledge gained in a regulatory delivery environment. Please share your updated resume to yoga.yaswanth@hiyamee.com In case you are not interested, It will be nice to let your friends know of this position who may be a potential fit for this position. Best Regards,Vajrala Yoga Yaswanth.",Not Avilable,Not Avilable,Pune,Maharashtra
Angular Developer,Wings Tech,On-site,Full-time,51,"About the job ANGULAR JD Roles and Responsibilities Work with a combination of modern web technologies (HTML5, TypeScript, Angular) and windows.Desired Candidate ProfileNeed experience in JavaScript, HTML5, CSS/SCSS, & Typescript and have knowledge of JavaScript frameworks like AngularNeed 1-2 years of experience in front-end development utilizing industry standards and best practicesRole: Front End Developer Industry Type: IT ProductSkills Required: Angular 4, Javascript, HTML5, CSS3, Bootstrap, Typescript, Firebase, Swagger, Postman, NodeJS.Mandatory Skills: (Need to know both Typescript and JavaScript)Department: Engineering - Software & QAEmployment Type: Full Time, PermanentRole Category: Software DevelopmentEducationUG : B.Tech/BCA/B.E. in Any Specialization",Not Avilable,Not Avilable,Rajkot,Gujarat
Oracle Developer,ValueLabs,Remote,Full-time,5001,"About the job Dear Aspirants, Greetings from Valuelabs !! Hope you all are doing safe and well !! We are Hiring -Oracle BRM developers Application Design & Implementation experience in Oracle Billing Revenue Management SystemMust have working experience on BRM/PDC/ECEExposure of Customer implementations for one or more BRM implementations.Writing Custom Policies and MTA Applications to meet the Customer specific requirements.Designing Real-time and delayed usage pricing plans using Pricing Centre and PDC.Knowledge of BRM Subscription, Rating, Billing, invoicing and integration with upstream/downstream systems.Knowledge on application performance tuning, multi schema deployments, Upgrade/Data Migration from legacy to BRM is good to have.Knowledge of Unix Shell Scripting, Perl, Web Logic and Oracle SQL and Pl/ SQ. Experience: 5-8 YearsLocation: Hyderabad, IndoreJob Type: FulltimeNP: Immediate - 15 Days Interested Candidates share your resume to sushma.rasuri@valuelabs.com", IT Services and IT Consulting, Mid-Senior level,Hyderabad,Telangana
